content,sentimen,aspek
Alhamdulillah selama menggunakan shope belanja jadi mudah dan harga Juga murah,positif,Efficiency
"Sip, mantap, klo belanja online pasti lewat shopee, karena kalau kita komplen cepat di tanggapi... ðŸ™ðŸ™ðŸ™makasih shopee",positif,Responsiveness
Ni aplikasi makin aneh .. penjual di aplikasi shopee it banyak penipu jdi hati hati belanja di aplikasi shopee it,negatif,Privacy
Pengembalian barang yang hilang sangat mudah dan cepat. Saya mendapatkan penggantian atau pengembalian dana dengan lancar,positif,Compensation
"mau belanja tapi biar belanja lebih irit jadi memasukkan voucher dari cashback dan gratis ongkir dengan melakukan klik gunakan kode voucher dan voucher bisa digunakan sebagaimana fungsinya. Ayo guys menggunakan voucher kayak saya biar irit, terima kasih shopee",positif,System Availability
"Saya merasa senang karena di shope ini bisa mendeteksi aktivitas yang mencurigakan sehingga tidak merugikan pelanggan, soalnya saya hampir ditipu dengan akun penjual ternyata penipu akhirnya sudah diblok shope",positif,Privacy
"Lelet mau cek pesanan aja susah,matamu jaringanku bermasalah WiFi g bisa data jg g bisa di buka malah g ada jaringan stelah update bukannya makin bagus malah makin parah",negatif,Efficiency
Saya suka aplikasi shopee mau beli apa aja tinggal buka aplikasi ini,positif,Efficiency
"sebagai member platinum saya sangat kecewa saat salah beli ditoko penipu , pengembalian dana sendiri memerlukan waktu sebulan , adain fitur buat kirim barang bukti dan uang bisa dikembalikan secara sepihak aplikasi , toko juga masih bisa jualan sampai sekarang , seharusanya saat ajuan pengembalian ada fitur upload bukti , jika tidak ada respon penjual dana kembali tanpa syarat , dengan seperti itu pelanggan lebih mudah dan nyaman pake aplikasi ini dan penipu gak seenaknya !",negatif,Compensation
Saya suka bisa chatan dengan teman saya di shopee hehe,positif,Contact
Sy suka psn brg pake shopee. Brg dtg tepat wkt. Malah sering lbh cpt. Pilihan brg banyak dgn berbagai macam hrg. Paling suka free ongkirnya. Smg sukses terus. Dan laris terus shopee. Terima kasih.,positif,Fulfillment
"Penjual ngirimnya lama,kurirnya apa lagi tambah parah,dulu pesan sekarang,dtangnya besok atau lusa,kl sekarang pesan hari ini tp datangnya hampir 1mnggu,padahal d dalam kota sendiri",negatif,Fulfillment
"Saya sangat senang dengan kebijakan pengembalian di aplikasi ini. Ketika saya merasa tidak puas dengan barang yang saya terima, mereka mengembalikan uang saya tanpa bertanya banyak",positif,Compensation
"Untuk wilayah natuna pengiriman terlalu lama, bahkan paket sering hilang dalam perjalanan melalui J&T, kalau bisa ngirim jangan lewat J&T lagi untk wilayah natuna barang sering hilang lama sampai",negatif,Fulfillment
"makin ksini solusi dari shopee juga berbelit belit, lambat & kurang detail dlm pngembalian brngnya ðŸ¤”ðŸ¤¯",negatif,Compensation
Sudah semakin baik fiturnya,positif,System Availability
"Brgnya sesuai pesanan. Utk pengiriman lumayan cepat,tetapi kepuasan saya yakin bisa lbh cepat lagi. Sukses selalu.",positif,Fulfillment
"Sdh sampai member platinum. Tp ketika order, brg dtg leadaan rusak. Sudah claim serta bukti poto dan video. Ga ada solusi, ko bs Shopee menolak ajuan pengembalian dana. Lebih memilih berpihak pada seller atw expedisi yg mengirim barang dlm keadaan rusak",negatif,Compensation
Kurirnya amat sangat sangat sangat lambaaat. Chat tanya ancerÂ² rumah pagi jam 10.30 eeh sampai malem belom nyampe juga. Niat ga sih buat nganter barang. Kapok pakai ekspedisi shopee,negatif,Fulfillment
"Dg adanya shopee belanja makin mudah,tinggal pencet2,pilih2 apa yg kita suka buat pesanan,bayar,tinggal duduk manis dirumah sampailah barang belanjaan kita",positif,Efficiency
"Saran buat Shopee, Non aktifkan saja system auto answer dari seller, karena sering tidak nyambung antara pertanyaan dan jawaban, seller jadi malas balas chat/pertanyaan dari konsumen. Auto reply/answer jangan dihitung sebagai algoritma persentase kecepatan menjawab di akun seller.",negatif,Responsiveness
"tombol klik berfungsi dengan baik, bisa klik fitur shoppe food dan liat pesanan dengan lancar",positif,System Availability
Kasih pencerahan donk min Ini gimana padahal baru selesai di update malah gk bisa dipake Dibuka malah keluar sendiri shopeenya gitu terus sampek setengah jam gk ada perubahan Sebenernya boleh dipakek gk sih,negatif,System Availability
"terdapat fitur shopeepay sekitarmu yang dapat diklik dan berfungsi dengan baik sehingga bisa melihat toko yang bisa mendapatkan cashback jika membayar dengan shopee pay, bagus untuk anak kos hehe",positif,System Availability
Semua fitur yg ada di shopee ketika di ikuti dengan sesuai dgn persyaratan dan ketentuan pasti tidak ada masalah.,positif,System Availability
"Kenapa ya ko saya saat mau chat admin toko malah keyboard nya hilng,jdi klo mau chat malah pkai tamplet,waktu di instal ulng kembali keyboard tapi berpa menit kemudian mlh hilng keyboard nya,sedang kn lewat tamplet,muncul aj keyboard nya kn aneh...",negatif,System Availability
"Saya member gold shopee Selama saya berbelanja tidak pernah mengecewakan.Baru kali ini saya berbelanja barang yang Dateng tidak sesuai dgn pesanan,saya langsung pengajuan pengembalian barang tapi pihak shopee menolak,jelas2 saya merasa dirugikan sebagai pembeli,entah bagaimana cara tim shopee menilai kasus saya,apakah tidak bisa melihat sesuai bukti pesan bibit semangka Madrid 5 bungkus yang Dateng Amara 5 bungkus,pesanan sya jumlah nya tidak sadikit 900 ribuan.saya sangat KECEWA",negatif,Compensation
Sangat mudah untuk menghubungi tim layanan pelanggan krna selalu merespons dengan cepat dan memberikan solusi yang baik,positif,Responsiveness
"Fyi admin shopee yang terhormah, bagaimanakah prosedur bila ada indikasi penipuan yg mengatas namakan pihak shope, sedangkan saya tidak pernah sama sekali memberikan otp maupun kata sandi saya ke pihak yang mengaku sebagai pihak dari shope, saya hanya mendapat telpon dari pihak tersebut, dan pelaku memberikan kode qris untuk saya scan melalui aplikasi, dengan alih klem vocher garansi, dan nominalnya lumayan besar buat saya admin, dan di mohon di usut sampai tuntas, karna semua berdasarkan bukti",negatif,Privacy
"kenapa sekarang buat buka video susah bener,padahal kuota khusus untuk shoppe masih banyak banget????",negatif,Efficiency
"Saat ada kendala untungnya tersedia admin yang stand by di setiap media sosial shopee, jadi ada yang bisa diajak berkomunikasi terkait kendala",positif,Contact
Beli barang banyak yang tidak sesuai pesanan.namun setelah di retur balikan..di tolak penjual ...akhirnya dana otomatis e terima penjual ..sama saja penjual kerja sama dgn pihak shopi,negatif,Compensation
"Saya ada masalah terkait pengiriman pesanan trus tlp customer servis selalu jawaban robot (customer servis sedang sibuk) sampe pulsa habis, ga ada solusi sama sekali Rugi uang, rugi waktu Barang ga diterima, duit jg ga balik",negatif,Responsiveness
"Barang yg dikirim tidak sesuai terus saya ajukan pengembalian dana tapi pengembalian uang tidak sesuai jumlah ya saya belanjakan, beda dengan TOKOPEDIA intinya jauh lebih bagus TOKOPEDIA",negatif,Compensation
"Untuk ekspedinya shopee sangat lelet dan gak profesional . Belum ada telpon maupun kurir yang datang tahu tahunya paket dikembalikan ke gudang karna tidak ada orang dan tdk bisa ditelpon padahal saya udh nungguin dan tlp aktif dan sampe 4 hari paket blum dikirim ulang, statusnya masih mandek di gudang. Di daerah bangkalan madura rata rata pelayanannya lambat banget. Pada pihak shopee tolong untuk diperbaiki pelayanannya agar pelanggan tidak kecewa dan tidak beralih",negatif,Fulfillment
"Aplikasi ini memberikan akses komunikasi yang mudah melalui berbagai saluran. Saya bisa menghubungi melalui chat, telepon, atau email sesuai kebutuhan saya",positif,Contact
Layanan pelanggan di aplikasi ini tidak pernah mengecewakan. Mereka selalu responsif dan memberikan solusi,positif,Responsiveness
"Shopee adalah adalah aplilasi berbelanja yang baik, mudah, dan cepat,aplikasi ini sangat membantu ,bisa di gunakan dalam urusan dapur, barang barang, dan keperluan lainya bisa juga untuk keperluan bayi,ataupun hewan peliharaan",positif,Efficiency
"fitur chat terkirim dan diterima serta di shopee ini bisa tahu status chat terbaca atau tidak. Fitur ini berfungsi baik, good job",positif,System Availability
Dalam berbelanja disini selama 3 tahun saya rasa resiko penipuan semakin berkurang karena ada tim yang memantau aktivitas yang dapat merugikan konsumen,positif,Privacy
"Halo saya suka dgn aplikasi ini, tapi ada bug saat saya ikut flash sale. Bug nya itu aku lagi mau beli sekarang lalu bukanya lanjut tahap pembelian, shoppe nya malah keluar dari menu pembelian dan kembali ke menu awal. Tolong pihak shoppe hapus bug ini. Sekian dan terima kasih, oh iya ada THR GK untuk saya heheðŸ˜…",negatif,System Availability
"Pengiriman pke shopee express selalu lama dan smpe melebihi estimasi, sllu terlambat 3/4 hari. Pdhl klo JNE ke Lampung aja cuma 3 hari lah inj ke jkt bisa smpe 7 smpe 8 hari karena paketnya bolak balik gak jelas dan sering stuck ditempat",negatif,Fulfillment
Ketika log in ada faktor 2 langkah jadi saya merasa akun saya aman dan tidak akan dibobol org lain akun saya,positif,Privacy
Terlalu sering di upadate apk jadi berat susah banget sering nya loading,negatif,Efficiency
Bahannya bagus sesuai dgn pesanan dan jasa kurirny cepat,positif,Fulfillment
Kadang masih suka ketemu penipu di shopee,negatif,Privacy
"Tidak menghargai kemanan data dan jejak digital user, saya sudah mengajukan untuk oenghapusanntapi ditolak padahal saya sudah memberi alasan yang kuat, shopee tidak menghargai hak asasi saya sebagai manusia, Terpaksa saya harus hapus akun ketika segala pemesanan online saya sudah selesai, what a nightmare jadi user di app ini , bahkan gw ga berhak memperbaiki dan mempertanggung jawabkan .",negatif,Privacy
"Apk nya keren banget walaupun loading nya agak lama tapi,,apk ini membantu banget kalau orang mau belanja tapi enggak mau keluar rumahðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™",positif,Efficiency
shopee ini sangat berguna dan saya mau beli barang tinggal cek shopee ayo buruan dowload bagus ini barang nya murah murah loh di sini,positif,Efficiency
aplikasi sangat bagus mensolusi keluhan super cepat pertahankan dan tingkatkan,positif,Responsiveness
Belanja d sopi terjamin aman dan tenang krn sdh tdk ada bot karena sudah d bekukan mantap dah,positif,Privacy
"Aplikasi ini gak menyediakan kontak penjual agar terlihat oleh pembeli begitupun sebaliknya kontak pembeli ke penjual, jadi jika ada masalah hanya mengandalkan fitur chat padahal kan tidak semua orang harus melihat ruang chat tersebut terus",negatif,Contact
Tidak ada opsi untuk menghubungi penjual melalui no hp atau whatsapp,negatif,Contact
Gk rekomendasi pake jasa shopee express point lama banget. Udah lebih dari 10hari barang belum sampai katanya gangguan tapi sampai sekarang masih belum sampai. Kalo barang saya sampai hilang bnr bnr fix shopee express point gak amanah bgt gak bisa jaga barang customer,negatif,Fulfillment
Nomor penjual tolong ditampilkan di halaman produk biar bisa bertanya atau bisa berkeluh kesah saat ada kendala barang,negatif,Contact
"Saya senang dengan opsi kontak yang fleksibel di aplikasi ini. Saya bisa menghubungi cs admin shopee melalui pesan, telepon, atau email sesuai kebutuhan saya.",positif,Contact
Pelayanan CS paling jelek dalam mengatasi masalah yg harus menunggu waktu lama,negatif,Responsiveness
"da penyalah gunaan data pribadi dan digunakan oleh orang tidak bertanggung jawab, Dan masi juga pelihara toko penipu bisa bisanya uda di lapor akun masi ada aja Oalah gk nyambung, saya juga gk bodoh sembarangan kasi data, cuma ntah dari mana akun itu dapat nomor temen saya, tolong di pahami yaa kata2 saya,",negatif,Privacy
"Tidak dpt menyampaikan keluhan terkait pengiriman ke kurir krna tdk ada kontaknya, tanyapun gabisa, payah",negatif,Contact
barang yang datang allhamdulillah sesuai dengan pesanan....juga dapat gratis ongkir..terima kasih shopee..sukses selalu....selalu amanah...,positif,Fulfillment
Pengiriman cpt dan.kurir ramah,positif,Fulfillment
"Apk nya bagus dan lumayan memuaskan ðŸ‘,pelayanannya(dari shopee)ramah baik dari segi DM ig dan diapk nyapula ,,",positif,Responsiveness
Knp sya merasa aman belanja disini? Krn shope ini melakukan pemeriksaan keamanan dan pembaruan sistem scr rutin jd dpt memastikan data pelanggan terlindungiiii begituu kerenn kembangkann yaaa..,positif,Privacy
Cukup baik. Hanya kalau pengembalian dana susah. Padahal jelas2 barang nya sobek. Return aja susah. Gak ada bantuan dari shopee nya. Berbeda dg tahun2 sebelum nya. sdh di kirim kan videonya. saya beli kopernya sobek. Jdi gak kepakai.,negatif,Compensation
"Semua seler respon cepat.,,",positif,Responsiveness
"Pelayanan buruk, tiba2 spaylater non aktif katanya data tidak sesuai..orang lain yang pnjem saya yang di wa mulu… gimana deh sistem keamanannya? Bisa bisanya orang pinjem pakai spaylater saya…",negatif,Privacy
"Sangat memuaskan barang yang saya pesan sesuai dengan gambar, terimakasih atas layananya yang bagus,semoga kedepannya tambah maju dan sukses",positif,Fulfillment
"Saya suda dpt bermain stelah update shopi, emang harus diupdate baru bisa digunakan fitur shopi games nya. Suda dpt berfungsi dgn baik good…",positif,System Availability
Transaksi dan pembayaran tidak diamankan dengan baik oleh aplikasi,negatif,Privacy
"Byk membantu berbelanja barang2 yg sulit dicari,menjadi sangat mudah dg harga yg menarik.Tolong dibenahi mesin pencarian nya agar tdk trll kaku bahasanya,agar lbh mudah menemukan apa yg dicari.",positif,Efficiency
"Sangat membantu. Saya pernah ada problem transaksi, setiap hari saya mengajukan pertanyaan selalu respon timnya. Terimakasih tim shoope.",positif,Responsiveness
"Shopee makin kesini makin ga jelas! Komplen ke CS via aplikasinya cepet sih dibalesnya, tapi cuman mbuletÂ² pertanyaan saya sama jawabanya yg cuman pilihan menu. Giliran komplen lewat Dm instagram lamaaa banget balesnya kaya selebgram, duh Shopee dulunya ga giniÂ² amat",negatif,Responsiveness
"Cepat tanggap penjual dalam menanggapi pelanggan saat bertanya, saya si oke,,ayo download shope ternyata ga sejelek yang dibayangkan kok,,bagus semuanya termasuk pelayannya",positif,Responsiveness
"Belanja di Shopee selalu memberikan kepuasan baik kualitas barang maupun pelayanan pemesanan juga pengirimam selalu cepat dan tepat waktu jadi pengen belanja terus deh di shopee... terima kasih shopee smg selalu memberikan yang terbaik , love shopee...",positif,Fulfillment
"Saya merasa sangat dihargai sebagai pelanggan. Ketika pesanan saya tidak tiba tepat waktu, mereka dengan cepat memberikan kompensasi berupa voucher belanja",positif,Compensation
Barang yg dikirim lekas sampai sesuai foto dan berfungsi dengan baik senang belanja di Shopie semoga semakin maju untuk semua yg terlibat!!!,positif,Fulfillment
"Tiba tiba saya menerima pesan yang mencurigakan bahwa ada yang bertransaksi, berarti ini data saya mengalami kebocoran? Pertanyaannya kok bisa?",negatif,Privacy
Tidak ada nomor telepon penjual yang terlihat di halaman profil penjual,negatif,Contact
"Telepon saya dijawab dengan cepat oleh pihak shopeee, bagus bintang 4",positif,Responsiveness
"Sekarang banyak toko yg bisa pakai pengiriman instan 2 jam, nyatanya tidak segera di proses. Begitu juga ambil pengiriman sameday, 2 hari baru di pickup itupun setelah ajukan pembatalan,tp pembatalan di tolak. Tolonglah di seleksi lagi toko2 yg seperti itu. Kita ambil pengiriman instan pasti karena urgent juga.",negatif,Fulfillment
Sebaiknya no tlp kurir yang antar paket ketempat tujuan itu di kasih tau di dalam cek pengiriman paket agar kita bisa tanya jadi di kirim atau di tundah,negatif,Contact
ada cashback jadi bayar internet wifi dan bpjs di shopee bisa lancar dan notifikasi pembayaran berhasil langsung masuk,positif,System Availability
"Pengalaman pertama, bagus ,pengiriman lumayan cepat. Paket di Terima dengan baik.",positif,Fulfillment
"Ada agen shopee yang menangani khusus keluhan pelanggan kayak lewat chat customer service gitu, itu bagus si karena pasti ada pelanggan yang memiliki masalah ya jadi ya seharusnya memang ada dan di shopee ada jadi sip..",positif,Contact
"Ini update 6.6 kenapa jadi ga bisa transfer SPay nya sih. Downloading apaan lagi kali, butuh space kapasitas brp ratus MB utk download fitur SPaynya? Anjim banget dah",negatif,System Availability
"Sangat mempermudah dalam belanja, dan banyak gratis ongkir",positif,Efficiency
"apk shopee saya tiba tiba Ter logout,lalu saya mencoba untuk login kembali harus paket scan QR, berulang kali dicoba tapi tetep aja gabisa.mohon bantuannya dong pihak shopee",negatif,System Availability
Kenapa setelah di-update buat transaksi jual beli pulsa pakai spaylater tidak bisa digunakan padahal kmrn bisa,negatif,System Availability
"Mom's club fitur bermanfaat untuk ibu dengan anak bayi karena fitur belanja khusus anak kecil, terus akhirnya saya belanja sampai transaksi dengan lancar alhamdulillah",positif,System Availability
"Sangat sangat mengecewakan mengenai kendala akun,sudah 1 bulan tapi gak ada hasil tiap 3 hari nelpon costumer service sampai bosen tunggu 3 hari,tunggu lagi 3 hari sampe 1bulan gak ada hasil,MENGECEWAKAN buat apa minta data2 kalo sampai lama Mana sudah saya email team id shopee juga tetep gak ada respon silahkan cek username ""ozzyadja"" sudah berapa kali TLP dan email yg masuk cek sendiri LAMBAT BANGET KERJANYA udh 1 bulan",negatif,Responsiveness
"Makin hari makin ruwet pembatalan dan pengembalian dana,,,,ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž",negatif,Compensation
Kontak pembeli termasuk nomor hp lebih baik dilihatkan saja ke penjual karena bisa konfirmasi produk jika tidak ada stok atau jika chat di aplikasi memiliki masalah,negatif,Contact
"Saya khawatir melakukan transaksi di shopi, banyak keluhan kebocoran data di shope yang uang tiba2 hilang",negatif,Privacy
"Pertama kali pakai apk belanja online ini,dan saya sudah mendpat pelayan yg mengecewakan,estimasi pengiriman terllu lama,padahal brang yang di kirim bisa di kategori kan dekat,jakarta bandung,tpi barang pesanan saya smpai seminggu belum sampai2 juga,,,,jauh dri apk belanja online sebelah",negatif,Fulfillment
"Pilihan komunikasi yang beragam di aplikasi ini membuat saya lebih mudah menghubungi cs. Saya bisa memilih metode yang paling nyaman bagi saya, good job shopi pi pi pi",positif,Contact
"Aplikasi merugikan, masa saya tidak pesan. Malah tiba-tiba ada pesanan datang. Sudah 2x dirugikan seperti ini, kok tidak aman aplikasinya? Apakah data saya tersebar?",negatif,Privacy
Sangat membantu. Shoping ga perlu keluar rmh. Lebih hemat lg dg subsidi ongkir tapi ko lama2 aplikasinya jd lelet. Sekarang sdh ka sosmet ada vido2 lagi,negatif,Efficiency
Sangat membantu dan mudah utk membeli semua keperluan harian dan juga murah terjangkau sesuai apa yg kita harapkan atau kita perlukanðŸ‘,positif,Efficiency
"Apa gak guna, tim mediasi kurang benar juga, ada produk cacat msih dipersulit untuk pengembalian, gak aman, nyaman, dan gak terpercaya",negatif,Compensation
Mohon dibuat alternatif lain untuk komunikasi dengan penjual jangan hanya 1 cara menghubunginya,negatif,Contact
"Data terlindungi karena dilapisi perlindungan tokenisasi dan enskripsi, tidak terlalu khawatir saya",positif,Privacy
Kode bayar aplikasi shopee bisa digunakan untuk membayar ketika belanja di toko,positif,System Availability
Belanja disini puas… Aman terpercaya keren…,positif,Privacy
"Selama ini sy beli/blanja melalui shopee cukup puas,cma pernah sekali brng tdk smpai/terima,tpi respon shopee cukup baik dana/uang kmbali.",positif,Compensation
"Belanja jd mudah, murah, gak ribet, bisa bayar sesuka hati, bisa ngutang, tanpa keluar Rumah barang datang sendiri dan masih banyak kemudah2 lainnya.",positif,Efficiency
"Lupa kasih catatan buat resto, aplikasi terlanjut berjalan, ga bisa batal, driver masih jauh ke resto, keterangan nya resto langsung buatin pesanan. Tidak ada vitur chat customer dengan pihak resto. Sungguh terlalu.",negatif,Contact
"Barang nya selalu cepat dalam pengiriman, sesuai dan aman. Terima kasih shopee.",positif,Fulfillment
"Aplikasinya lumayan bagus, Sangat membantu dalam belanja online2, semoga ke depannya bisa lebih baik lagi aplikasinya",positif,Efficiency
"Ini gimana ya dah ikut main game,terus dpt hadiah shopeepay,giliran ditarik tidak bisa alasan ktp sudah terdaftar pada shopee lain,capek doang tiap hari main game/kuis selama ramadhan ,pdhl kan sama2 shopee,apa cuma bohongan ini? Akun shopee lain menggunakan ktp saya ini gimana ceritanya? protect data pribadi nya gimana?",negatif,Privacy
Bisa mengubah atau mengedit alamat pengiriman lalu klik tombol kirim maka alamat sudah berhasil diubah dengan benar dan lancar,positif,System Availability
"Kalau ada kiriman ga ada kontak dg kurir. Seharusnya kalau mau kirim ada konfirmasi, misal keluar rumah pas jadwal cod kan jadi enak. Thanks",negatif,Contact
"Saya terkesan dengan keamanan di shopi, karena ada faktor 2 langkah untuk log in",positif,Privacy
Setelah di update tidak bisa di buat transaksi shopepay buat transaksi pembayaran tidak bisa. memuat fitur tidak bekerja .,negatif,System Availability
"Terimakasih, keluhan pada aplikasi sudah direspon dengan baik.",positif,Responsiveness
Sangat membantu untuk aku yang ngga suka belanja langsung jadi lebih milih belanja di shoope mana banyak voucher diskonnya,positif,Efficiency
Aplikasi mengembalikan uang secara utuh jika mengajukan pembatalan,positif,Compensation
"Sangatt membantu untuk belanja yang lebih praktis dan bisa membantu membeli dengan tempo, makasih shopee",positif,Efficiency
Enggak ush pakai lagi shopee lah . Setiap ada masalah tidak pernah terjawab solusi nya tanya cs percuma. Padahal saya pakai shopee dari awal bnget shopee ada. Pelayanan yang sangat buruk.,negatif,Responsiveness
"Ini kenapa aplikasi shopee jadi begini. Masa mau beli barang, giliran klik buat pesanan loading nya sampe 3 menit belum kebuka juga. Pas buka keranjang juga sama aja capek nungguin loading, padahal sinyal kencang",negatif,Efficiency
Shopee sangat membantu belanja onlain dan praktis singkat dirumah aja sudah diantar yg kita butuhkan oke.,positif,Efficiency
"Pdhl udh lama make shopee tapi shopee makin kesini makin ga jelas, udh laporan, ngisiÂ² data shopee dan di suruh nunggu 3x24 jam tapi nyata nya gaada respons dan kabar apaÂ² dari shopee, kecewa berat Saya min,padahal lgi banyak event,setiap hari Saya buka shopee, karna sesuka itu. kecewa.",negatif,Responsiveness
Tolong donk pihak Shopee kalo setiap jasa kirim dicantum kan no HP dan nama kurir pengirim nya dari setiap jasa pengiriman supaya bisa gampang melacak barang yg ga sampai dan salah kirim…,negatif,Contact
Saya menghubungi layanan pelanggan melalui media sosial dan mereka sangat cepat merespons. Masalah saya segera diselesaikan dengan baik,positif,Responsiveness
"Pelayanan cepat , barang dah sampe, utuh kemasan juga baik, tepat waktu",positif,Fulfillment
"Baru baru ini sy kecewa ,masih bisa ditumpangi sama toko penipu. namanya toko 4SDR",negatif,Privacy
"Fitur chat shopee lagi kenapa ya? Saya mau ngirim pesan ke penjual error trus, padahal udah update, dan saya buka aplikasi yg lain lancar2 aja padahal, sudah logout login dan clear chache juga-_-",negatif,System Availability
"Aplikasi e-commerce ini sangat lengkap dalam menyediakan akses komunikasi. Saya bisa menghubungi melalui telepon, email, dan media sosial, keren banget dah, ayuk download shopee",positif,Contact
"Pengalaman pribadi aku ni, kmrn aku ada keluhan mengenai cara mengubah rating ke suatu produk tp masa perubahan produknya udh habis, otomatis kn g bs diubah, terus aku minta tolong ama shopee dan besoknya lngsung dtlpon sm pihak shopee djlasin tntg mengubah rating produk gt, dn klo yg aku keluhkan sudah teratasi alhamdulillah, aku berterimakasih bgt ama pihak shopee krn kerja kalian bagus makasiii bnykk. Smoga sukses slalu SHOPEE.",positif,Responsiveness
"Obrolan online sering off, membuat sulit bagi saya untuk berinteraksi dengan penjual.",negatif,Contact
"apasih gak jelas banget, kedatangan paket lama banget gak sesuai tanggal estimasi.",negatif,Fulfillment
Aplikasi ini menyediakan akses ke email yang memungkinkan saya untuk berkomunikasi dengan admin shopee dan mendapatkan informasi yang saya butuhkan.,positif,Contact
"Saat melakukan pembelian paket di bimatri, dan bayar melalui shopeepay terjadi kegagalan,paket internet tidak saya terima saldo shopee pun tidak kembali,kedua pihak saling lempar tanggung jawab tidak ada kejelasan terkait ganti rugi saldo",negatif,Compensation
Kartu kredit dan aplikasi pembayaran online saya seperti spaylater spay aman tidak ada aktivitas yang mencurigakan,positif,Privacy
"Saya bertanya ke agent shopee dijawab cepat jadi masalah saya dpt teratasi, terima kasih shopee",positif,Responsiveness
"Akses komunikasi yang mudah, saya bisa chat ke penjual, shopee karena ada kontak yang bisa dihubungi",positif,Contact
"Bagus barang nya Dateng sama seperti di gambar pelayanan nya juga cepat banyak gratis ongkir nya, kurir nya juga ramahÂ², pokoknya langsung download aja shopee",positif,Fulfillment
Layanan pelanggan yang ramah dan tanggap membuat saya merasa nyaman berbelanja di aplikasi ini,positif,Responsiveness
Proses pengembalian barang yang rusak sangat sederhana. Saya hanya perlu mengisi formulir pengembalian dan mereka dengan cepat mengirimkan penggantian barang yang baru,positif,Compensation
"Sistem verifikasi di Shopee tidak dapat diandalkan. Saya pernah mengalami kesulitan dalam mengakses akun saya sendiri, saya bukan orang lain. Jadi, kesimpulannya sistemnya masih lemah si…",negatif,Privacy
"Aplikasi nya bagus. Pesanan yg di kirim jg cepat, saya senang terimaksih Shopee selalu ada untuk ku â˜º",positif,Fulfillment
"Kecewa bangett mau daftar shopeepay aja yang katanya cuman lima menit. Eh ternyata sampe hampir 20 menit juga gak bisa, loading teruss. Padahal sinyal saya baguss dan buat main ML juga lancar. Sangat kecewa sekali pake shopee. Ayo guyss mending pindah ke LAZADA semua.",negatif,Efficiency
"Layanan komunikasi slain di chat aplikasi ke penjual tidak ada, sedikit susah karena ya harus chat disitu",negatif,Contact
Tidak ada garansi jika pesanan tidak sesuai atau rusak atau transaksi gagal,positif,Compensation
Kenapa aplikasinya lemot? Bnyk vidio2 juga ga penting di shope...kadang suka kluar sendiri... Akan aq tambahin bintangnya kalau pngjuan dana ku sudah beres...padhl sudah kirim bukti...tp nunggunya lama bnget....,negatif,Compensation
"Informasi penjual yang ditampilkan kurang lengkap, saya bingung menghubungi penjual lewat apa jika lewat chat aplikasi kalau tiba2 tidak bisa",negatif,Contact
"Sekarang shopee bisa memasang pengingat jadwal sholat dan pengingatnya berbunyi, fitur di shopee barokah ini bagus ternyata",positif,System Availability
"Masalah saya ditangani dengan cepat,, bintang 5.",positif,Responsiveness
"Keamanannya bisa ditingkatkan gkk?? Akun sya hilng teruss padahal pw dah kesimpen dan sya buat lagi dan lagi ilng ""pw tidak sah"" dan trus gtu lebih 4x. Dan juga banyak sekali toko penipuan di shoppe tolong di tingkatkan",negatif,Privacy
"AkhirÂ² ini ada masalah pake aplikasi,sudah berkali kali komplain ke customer service nya cuman dibilang suruh hapus cache sama suruh cari sinyal yang bagus,saya coba berkali kali tetap seperti itu,kecewa sih",negatif,Responsiveness
Tingkat respons dari penjual di aplikasi sangat mengesankan. Mereka dengan cepat menjawab pertanyaan dan memberikan penjelasan yang jelas,positif,Responsiveness
"waktu mau cari barang ngetik di pencarian langsung muncul banyak pilihan, keren shopee",positif,System Availability
"Selama ini kami selalu menggunakan shopee dg metode cod, dan selama ini tidak pernah terjadi kesalahan / kekeliruan selalu sesuai dg yg kami beli. Bravo shopee tetaplah menjadi yg nomor satu di negri ini",positif,Fulfillment
Aplikas nya lemot banget. Login aja lama stelah login scrol scrol juga susah. Buka hp saya atau jaringan nya yang lemot. Tapi aplikasi nya,negatif,Efficiency
"Mudah menggunakannya sangat membantu dengan banyak kemudahan seperti spylater, transfer dll",positif,Efficiency
"Senangnya ada gratis ongkir,... Barang cepat sampai dan realpict. Moga shopee kedepannya lbh baik lagi dan terus memanjakn pelanggan ðŸ˜‚ ðŸ˜‚",positif,Fulfillment
"Senang belanja di shoppe, selain produknya lengkap, harga nya juga termasuk murah, apalagi didukung dengan metode pembayaran pay laternya, jadi semakin dimudahkan dalam urusan berbelanja.",positif,Efficiency
"Aplikasi ini bagus,membantu banget,tidak susah payah untuk mencari apa yg kita butuhkan,karena semua sudah ada di dlm aplikasi ini,terimakasih shopee...",positif,Efficiency
"Dear shopee, saya pesan barang tapi belum menerima barangnya padahal sudah bayar pakai spaylater & tagihan sudah muncul. Padahal diketerangan tertulis pesanan telah sampai, saya cek resinya juga tidak ditemukan. Saya minta refund dana tapi gak di acc sama pihak shopee , malah memihak penjual yang jelas-jelas sudah menipu saya",negatif,Compensation
